question,tag,answer
নামজারি করতে ছবি আর এনআইডি লাগে কিনা?,namjari_required_documents,"ক্রয় বা হেবা বা এওয়াজবদল দলিল মূলে নামজারি করতে- মূল দলিলের মূল কপি বা সার্টিফাইড কপি, দাতার নামে রেকর্ডীয় বা নামজারি খতিয়ান, না থাকলে ভায়া দলিল, যাদের নামে নামজারি হবে তাদের ছবি, এনআইডি ও হালতক শূমি উন্নয়ন করদেয়া প্রমান বা দাখিলা।দলিলের ফটোকপি দিয়ে নামজারি করা যাবে না। আপলোডেড সকল দলিল আবেদনগ্রহীতার একাউন্টে থাকবে, কাজেই মূল দলিল বা সার্টিফাইড কপি দিতে হবে। "
"নামজারি, খারিজ, মিউটেশন করতে ছবি আর এনআইডি লাগে কিনা?",namjari_required_documents,"ক্রয় বা হেবা বা এওয়াজবদল দলিল মূলে নামজারি করতে- মূল দলিলের মূল কপি বা সার্টিফাইড কপি, দাতার নামে রেকর্ডীয় বা নামজারি খতিয়ান, না থাকলে ভায়া দলিল, যাদের নামে নামজারি হবে তাদের ছবি, এনআইডি ও হালতক শূমি উন্নয়ন করদেয়া প্রমান বা দাখিলা।দলিলের ফটোকপি দিয়ে নামজারি করা যাবে না। আপলোডেড সকল দলিল আবেদনগ্রহীতার একাউন্টে থাকবে, কাজেই মূল দলিল বা সার্টিফাইড কপি দিতে হবে। "
নামজারির জন্য কি ছবি জমা দিতে হয়?,namjari_required_documents,"ক্রয় বা হেবা বা এওয়াজবদল দলিল মূলে নামজারি করতে- মূল দলিলের মূল কপি বা সার্টিফাইড কপি, দাতার নামে রেকর্ডীয় বা নামজারি খতিয়ান, না থাকলে ভায়া দলিল, যাদের নামে নামজারি হবে তাদের ছবি, এনআইডি ও হালতক শূমি উন্নয়ন করদেয়া প্রমান বা দাখিলা।দলিলের ফটোকপি দিয়ে নামজারি করা যাবে না। আপলোডেড সকল দলিল আবেদনগ্রহীতার একাউন্টে থাকবে, কাজেই মূল দলিল বা সার্টিফাইড কপি দিতে হবে। "
নামজারি করতে হলে কি এনআইডি বাধ্যতামূলক?,namjari_required_documents,"ক্রয় বা হেবা বা এওয়াজবদল দলিল মূলে নামজারি করতে- মূল দলিলের মূল কপি বা সার্টিফাইড কপি, দাতার নামে রেকর্ডীয় বা নামজারি খতিয়ান, না থাকলে ভায়া দলিল, যাদের নামে নামজারি হবে তাদের ছবি, এনআইডি ও হালতক শূমি উন্নয়ন করদেয়া প্রমান বা দাখিলা।দলিলের ফটোকপি দিয়ে নামজারি করা যাবে না। আপলোডেড সকল দলিল আবেদনগ্রহীতার একাউন্টে থাকবে, কাজেই মূল দলিল বা সার্টিফাইড কপি দিতে হবে। "
নামজারির সময় কি ছবি ও পরিচয়পত্র লাগে?,namjari_required_documents,"ক্রয় বা হেবা বা এওয়াজবদল দলিল মূলে নামজারি করতে- মূল দলিলের মূল কপি বা সার্টিফাইড কপি, দাতার নামে রেকর্ডীয় বা নামজারি খতিয়ান, না থাকলে ভায়া দলিল, যাদের নামে নামজারি হবে তাদের ছবি, এনআইডি ও হালতক শূমি উন্নয়ন করদেয়া প্রমান বা দাখিলা।দলিলের ফটোকপি দিয়ে নামজারি করা যাবে না। আপলোডেড সকল দলিল আবেদনগ্রহীতার একাউন্টে থাকবে, কাজেই মূল দলিল বা সার্টিফাইড কপি দিতে হবে। "
এনআইডি ছাড়া কি নামজারি সম্ভব?,namjari_required_documents,"ক্রয় বা হেবা বা এওয়াজবদল দলিল মূলে নামজারি করতে- মূল দলিলের মূল কপি বা সার্টিফাইড কপি, দাতার নামে রেকর্ডীয় বা নামজারি খতিয়ান, না থাকলে ভায়া দলিল, যাদের নামে নামজারি হবে তাদের ছবি, এনআইডি ও হালতক শূমি উন্নয়ন করদেয়া প্রমান বা দাখিলা।দলিলের ফটোকপি দিয়ে নামজারি করা যাবে না। আপলোডেড সকল দলিল আবেদনগ্রহীতার একাউন্টে থাকবে, কাজেই মূল দলিল বা সার্টিফাইড কপি দিতে হবে। "
"আমি একটা জমি কিনেছি এখন নামজারি, খারিজ, মিউটেশন করতে চাই, এনআইডি ছাড়া কি নামজারি সম্ভব?",namjari_required_documents,"ক্রয় বা হেবা বা এওয়াজবদল দলিল মূলে নামজারি করতে- মূল দলিলের মূল কপি বা সার্টিফাইড কপি, দাতার নামে রেকর্ডীয় বা নামজারি খতিয়ান, না থাকলে ভায়া দলিল, যাদের নামে নামজারি হবে তাদের ছবি, এনআইডি ও হালতক শূমি উন্নয়ন করদেয়া প্রমান বা দাখিলা।দলিলের ফটোকপি দিয়ে নামজারি করা যাবে না। আপলোডেড সকল দলিল আবেদনগ্রহীতার একাউন্টে থাকবে, কাজেই মূল দলিল বা সার্টিফাইড কপি দিতে হবে। "
দলিলের ফটোকপি দিয়ে নামজারি হবে কিনা?,namjari_required_documents,"ক্রয় বা হেবা বা এওয়াজবদল দলিল মূলে নামজারি করতে- মূল দলিলের মূল কপি বা সার্টিফাইড কপি, দাতার নামে রেকর্ডীয় বা নামজারি খতিয়ান, না থাকলে ভায়া দলিল, যাদের নামে নামজারি হবে তাদের ছবি, এনআইডি ও হালতক শূমি উন্নয়ন করদেয়া প্রমান বা দাখিলা।দলিলের ফটোকপি দিয়ে নামজারি করা যাবে না। আপলোডেড সকল দলিল আবেদনগ্রহীতার একাউন্টে থাকবে, কাজেই মূল দলিল বা সার্টিফাইড কপি দিতে হবে। "
"দলিলের ফটোকপি দিয়ে নামজারি, খারিজ, মিউটেশন হবে কিনা?",namjari_required_documents,"ক্রয় বা হেবা বা এওয়াজবদল দলিল মূলে নামজারি করতে- মূল দলিলের মূল কপি বা সার্টিফাইড কপি, দাতার নামে রেকর্ডীয় বা নামজারি খতিয়ান, না থাকলে ভায়া দলিল, যাদের নামে নামজারি হবে তাদের ছবি, এনআইডি ও হালতক শূমি উন্নয়ন করদেয়া প্রমান বা দাখিলা।দলিলের ফটোকপি দিয়ে নামজারি করা যাবে না। আপলোডেড সকল দলিল আবেদনগ্রহীতার একাউন্টে থাকবে, কাজেই মূল দলিল বা সার্টিফাইড কপি দিতে হবে। "
দলিলের কপি দিয়েই কি নামজারি করা যায়?,namjari_required_documents,"ক্রয় বা হেবা বা এওয়াজবদল দলিল মূলে নামজারি করতে- মূল দলিলের মূল কপি বা সার্টিফাইড কপি, দাতার নামে রেকর্ডীয় বা নামজারি খতিয়ান, না থাকলে ভায়া দলিল, যাদের নামে নামজারি হবে তাদের ছবি, এনআইডি ও হালতক শূমি উন্নয়ন করদেয়া প্রমান বা দাখিলা।দলিলের ফটোকপি দিয়ে নামজারি করা যাবে না। আপলোডেড সকল দলিল আবেদনগ্রহীতার একাউন্টে থাকবে, কাজেই মূল দলিল বা সার্টিফাইড কপি দিতে হবে। "
ফটোকপি দলিল জমা দিলে নামজারি হবে কি?,namjari_required_documents,"ক্রয় বা হেবা বা এওয়াজবদল দলিল মূলে নামজারি করতে- মূল দলিলের মূল কপি বা সার্টিফাইড কপি, দাতার নামে রেকর্ডীয় বা নামজারি খতিয়ান, না থাকলে ভায়া দলিল, যাদের নামে নামজারি হবে তাদের ছবি, এনআইডি ও হালতক শূমি উন্নয়ন করদেয়া প্রমান বা দাখিলা।দলিলের ফটোকপি দিয়ে নামজারি করা যাবে না। আপলোডেড সকল দলিল আবেদনগ্রহীতার একাউন্টে থাকবে, কাজেই মূল দলিল বা সার্টিফাইড কপি দিতে হবে। "
নামজারির জন্য মূল দলিল দরকার না ফটোকপি চলবে?,namjari_required_documents,"ক্রয় বা হেবা বা এওয়াজবদল দলিল মূলে নামজারি করতে- মূল দলিলের মূল কপি বা সার্টিফাইড কপি, দাতার নামে রেকর্ডীয় বা নামজারি খতিয়ান, না থাকলে ভায়া দলিল, যাদের নামে নামজারি হবে তাদের ছবি, এনআইডি ও হালতক শূমি উন্নয়ন করদেয়া প্রমান বা দাখিলা।দলিলের ফটোকপি দিয়ে নামজারি করা যাবে না। আপলোডেড সকল দলিল আবেদনগ্রহীতার একাউন্টে থাকবে, কাজেই মূল দলিল বা সার্টিফাইড কপি দিতে হবে। "
"আমার কাছে নামজারি, খারিজ, মিউটেশনের মূল দলিল নাই, ফটোকপি আছে, নামজারির জন্য মূল দলিল দরকার না ফটোকপি চলবে?",namjari_required_documents,"ক্রয় বা হেবা বা এওয়াজবদল দলিল মূলে নামজারি করতে- মূল দলিলের মূল কপি বা সার্টিফাইড কপি, দাতার নামে রেকর্ডীয় বা নামজারি খতিয়ান, না থাকলে ভায়া দলিল, যাদের নামে নামজারি হবে তাদের ছবি, এনআইডি ও হালতক শূমি উন্নয়ন করদেয়া প্রমান বা দাখিলা।দলিলের ফটোকপি দিয়ে নামজারি করা যাবে না। আপলোডেড সকল দলিল আবেদনগ্রহীতার একাউন্টে থাকবে, কাজেই মূল দলিল বা সার্টিফাইড কপি দিতে হবে। "
দলিল না নিয়ে শুধু কপি দিলে কি হবে?,namjari_required_documents,"ক্রয় বা হেবা বা এওয়াজবদল দলিল মূলে নামজারি করতে- মূল দলিলের মূল কপি বা সার্টিফাইড কপি, দাতার নামে রেকর্ডীয় বা নামজারি খতিয়ান, না থাকলে ভায়া দলিল, যাদের নামে নামজারি হবে তাদের ছবি, এনআইডি ও হালতক শূমি উন্নয়ন করদেয়া প্রমান বা দাখিলা।দলিলের ফটোকপি দিয়ে নামজারি করা যাবে না। আপলোডেড সকল দলিল আবেদনগ্রহীতার একাউন্টে থাকবে, কাজেই মূল দলিল বা সার্টিফাইড কপি দিতে হবে। "
"আমার কাছে নামজারি, খারিজ, মিউটেশনের মূল দলিল নাই, ফটোকপি আছে,দলিল না নিয়ে শুধু কপি দিলে কি হবে?",namjari_required_documents,"ক্রয় বা হেবা বা এওয়াজবদল দলিল মূলে নামজারি করতে- মূল দলিলের মূল কপি বা সার্টিফাইড কপি, দাতার নামে রেকর্ডীয় বা নামজারি খতিয়ান, না থাকলে ভায়া দলিল, যাদের নামে নামজারি হবে তাদের ছবি, এনআইডি ও হালতক শূমি উন্নয়ন করদেয়া প্রমান বা দাখিলা।দলিলের ফটোকপি দিয়ে নামজারি করা যাবে না। আপলোডেড সকল দলিল আবেদনগ্রহীতার একাউন্টে থাকবে, কাজেই মূল দলিল বা সার্টিফাইড কপি দিতে হবে। "
নামজারি করতে ফটোকপি যথেষ্ট কি?,namjari_required_documents,"ক্রয় বা হেবা বা এওয়াজবদল দলিল মূলে নামজারি করতে- মূল দলিলের মূল কপি বা সার্টিফাইড কপি, দাতার নামে রেকর্ডীয় বা নামজারি খতিয়ান, না থাকলে ভায়া দলিল, যাদের নামে নামজারি হবে তাদের ছবি, এনআইডি ও হালতক শূমি উন্নয়ন করদেয়া প্রমান বা দাখিলা।দলিলের ফটোকপি দিয়ে নামজারি করা যাবে না। আপলোডেড সকল দলিল আবেদনগ্রহীতার একাউন্টে থাকবে, কাজেই মূল দলিল বা সার্টিফাইড কপি দিতে হবে। "
ওয়রিশ মতে নাম জারি করতে কিকি কাগজ লাঘে?,namjari_inheritance_documents,"মূল মালিকের মৃত্যুর পরে তার ওয়ারিশগণের নামে নামজারি করতে যদি একটি খতিয়ানে সকল ওয়ারিশদের নাম রাখা হয় তবে রেজিস্টার্ড বন্টননামা লাগবে না, যদি একাধিক ওয়ারিশানদের নামে পৃথক খতিয়ান করতে চায় সেক্ষেত্রে রেজিস্টার্ড বন্টননামা লাগবে। এছাড়া হাল ওয়াশিাননামা, মূল মালিকের খতিয়ানের বা নামজারি খতিয়ানের কপি, সকলের ছবি ও এনআইডি লাগবে।"
ওয়ারিশ হিসেবে নামজারি করতে কিকি কাগজপত্র লাগে?,namjari_inheritance_documents,"মূল মালিকের মৃত্যুর পরে তার ওয়ারিশগণের নামে নামজারি করতে যদি একটি খতিয়ানে সকল ওয়ারিশদের নাম রাখা হয় তবে রেজিস্টার্ড বন্টননামা লাগবে না, যদি একাধিক ওয়ারিশানদের নামে পৃথক খতিয়ান করতে চায় সেক্ষেত্রে রেজিস্টার্ড বন্টননামা লাগবে। এছাড়া হাল ওয়াশিাননামা, মূল মালিকের খতিয়ানের বা নামজারি খতিয়ানের কপি, সকলের ছবি ও এনআইডি লাগবে।"
ওয়ারিশ সূত্রে নামজারির জন্য কোন কোন দলিল লাগবে?,namjari_inheritance_documents,"মূল মালিকের মৃত্যুর পরে তার ওয়ারিশগণের নামে নামজারি করতে যদি একটি খতিয়ানে সকল ওয়ারিশদের নাম রাখা হয় তবে রেজিস্টার্ড বন্টননামা লাগবে না, যদি একাধিক ওয়ারিশানদের নামে পৃথক খতিয়ান করতে চায় সেক্ষেত্রে রেজিস্টার্ড বন্টননামা লাগবে। এছাড়া হাল ওয়াশিাননামা, মূল মালিকের খতিয়ানের বা নামজারি খতিয়ানের কপি, সকলের ছবি ও এনআইডি লাগবে।"
উত্তরাধিকার সূত্রে নামজারি করতে হলে কি কাগজ দরকার?,namjari_inheritance_documents,"মূল মালিকের মৃত্যুর পরে তার ওয়ারিশগণের নামে নামজারি করতে যদি একটি খতিয়ানে সকল ওয়ারিশদের নাম রাখা হয় তবে রেজিস্টার্ড বন্টননামা লাগবে না, যদি একাধিক ওয়ারিশানদের নামে পৃথক খতিয়ান করতে চায় সেক্ষেত্রে রেজিস্টার্ড বন্টননামা লাগবে। এছাড়া হাল ওয়াশিাননামা, মূল মালিকের খতিয়ানের বা নামজারি খতিয়ানের কপি, সকলের ছবি ও এনআইডি লাগবে।"
বাবার মৃত্যুর পর জমির নামজারিতে কিকি কাগজপত্র জমা দিতে হয়?,namjari_inheritance_documents,"মূল মালিকের মৃত্যুর পরে তার ওয়ারিশগণের নামে নামজারি করতে যদি একটি খতিয়ানে সকল ওয়ারিশদের নাম রাখা হয় তবে রেজিস্টার্ড বন্টননামা লাগবে না, যদি একাধিক ওয়ারিশানদের নামে পৃথক খতিয়ান করতে চায় সেক্ষেত্রে রেজিস্টার্ড বন্টননামা লাগবে। এছাড়া হাল ওয়াশিাননামা, মূল মালিকের খতিয়ানের বা নামজারি খতিয়ানের কপি, সকলের ছবি ও এনআইডি লাগবে।"
ওয়ারিশ নামজারির জন্য কি ওয়ারিশান সনদ লাগে?,namjari_inheritance_documents,"মূল মালিকের মৃত্যুর পরে তার ওয়ারিশগণের নামে নামজারি করতে যদি একটি খতিয়ানে সকল ওয়ারিশদের নাম রাখা হয় তবে রেজিস্টার্ড বন্টননামা লাগবে না, যদি একাধিক ওয়ারিশানদের নামে পৃথক খতিয়ান করতে চায় সেক্ষেত্রে রেজিস্টার্ড বন্টননামা লাগবে। এছাড়া হাল ওয়াশিাননামা, মূল মালিকের খতিয়ানের বা নামজারি খতিয়ানের কপি, সকলের ছবি ও এনআইডি লাগবে।"
ওয়ারিশ  মতে অন লাইনে নামজারি করা যায় কিনা?,namjari_inheritance_documents,"মূল মালিকের মৃত্যুর পরে তার ওয়ারিশগণের নামে নামজারি করতে যদি একটি খতিয়ানে সকল ওয়ারিশদের নাম রাখা হয় তবে রেজিস্টার্ড বন্টননামা লাগবে না, যদি একাধিক ওয়ারিশানদের নামে পৃথক খতিয়ান করতে চায় সেক্ষেত্রে রেজিস্টার্ড বন্টননামা লাগবে। এছাড়া হাল ওয়াশিাননামা, মূল মালিকের খতিয়ানের বা নামজারি খতিয়ানের কপি, সকলের ছবি ও এনআইডি লাগবে।"
"ওয়ারিশ  মতে অন লাইনে নামজারি, খারিজ, মিউটেশন করা যায় কিনা?",namjari_inheritance_documents,"মূল মালিকের মৃত্যুর পরে তার ওয়ারিশগণের নামে নামজারি করতে যদি একটি খতিয়ানে সকল ওয়ারিশদের নাম রাখা হয় তবে রেজিস্টার্ড বন্টননামা লাগবে না, যদি একাধিক ওয়ারিশানদের নামে পৃথক খতিয়ান করতে চায় সেক্ষেত্রে রেজিস্টার্ড বন্টননামা লাগবে। এছাড়া হাল ওয়াশিাননামা, মূল মালিকের খতিয়ানের বা নামজারি খতিয়ানের কপি, সকলের ছবি ও এনআইডি লাগবে।"
উত্তরাধিকার সূত্রে কি অনলাইনে নামজারি সম্ভব?,namjari_inheritance_documents,"মূল মালিকের মৃত্যুর পরে তার ওয়ারিশগণের নামে নামজারি করতে যদি একটি খতিয়ানে সকল ওয়ারিশদের নাম রাখা হয় তবে রেজিস্টার্ড বন্টননামা লাগবে না, যদি একাধিক ওয়ারিশানদের নামে পৃথক খতিয়ান করতে চায় সেক্ষেত্রে রেজিস্টার্ড বন্টননামা লাগবে। এছাড়া হাল ওয়াশিাননামা, মূল মালিকের খতিয়ানের বা নামজারি খতিয়ানের কপি, সকলের ছবি ও এনআইডি লাগবে।"
ওয়ারিশ হিসেবে নামজারি অনলাইনে করা যাবে কি?,namjari_inheritance_documents,"মূল মালিকের মৃত্যুর পরে তার ওয়ারিশগণের নামে নামজারি করতে যদি একটি খতিয়ানে সকল ওয়ারিশদের নাম রাখা হয় তবে রেজিস্টার্ড বন্টননামা লাগবে না, যদি একাধিক ওয়ারিশানদের নামে পৃথক খতিয়ান করতে চায় সেক্ষেত্রে রেজিস্টার্ড বন্টননামা লাগবে। এছাড়া হাল ওয়াশিাননামা, মূল মালিকের খতিয়ানের বা নামজারি খতিয়ানের কপি, সকলের ছবি ও এনআইডি লাগবে।"
অনলাইনে ওয়ারিশমতে নামজারি করতে পারবো?,namjari_inheritance_documents,"মূল মালিকের মৃত্যুর পরে তার ওয়ারিশগণের নামে নামজারি করতে যদি একটি খতিয়ানে সকল ওয়ারিশদের নাম রাখা হয় তবে রেজিস্টার্ড বন্টননামা লাগবে না, যদি একাধিক ওয়ারিশানদের নামে পৃথক খতিয়ান করতে চায় সেক্ষেত্রে রেজিস্টার্ড বন্টননামা লাগবে। এছাড়া হাল ওয়াশিাননামা, মূল মালিকের খতিয়ানের বা নামজারি খতিয়ানের কপি, সকলের ছবি ও এনআইডি লাগবে।"
জমি উত্তরাধিকারসূত্রে পেলে কি নামজারি অনলাইনে হয়?,namjari_inheritance_documents,"মূল মালিকের মৃত্যুর পরে তার ওয়ারিশগণের নামে নামজারি করতে যদি একটি খতিয়ানে সকল ওয়ারিশদের নাম রাখা হয় তবে রেজিস্টার্ড বন্টননামা লাগবে না, যদি একাধিক ওয়ারিশানদের নামে পৃথক খতিয়ান করতে চায় সেক্ষেত্রে রেজিস্টার্ড বন্টননামা লাগবে। এছাড়া হাল ওয়াশিাননামা, মূল মালিকের খতিয়ানের বা নামজারি খতিয়ানের কপি, সকলের ছবি ও এনআইডি লাগবে।"
অনলাইনে ওয়ারিশ অনুযায়ী নামজারি কিভাবে করবো?,namjari_inheritance_documents,"মূল মালিকের মৃত্যুর পরে তার ওয়ারিশগণের নামে নামজারি করতে যদি একটি খতিয়ানে সকল ওয়ারিশদের নাম রাখা হয় তবে রেজিস্টার্ড বন্টননামা লাগবে না, যদি একাধিক ওয়ারিশানদের নামে পৃথক খতিয়ান করতে চায় সেক্ষেত্রে রেজিস্টার্ড বন্টননামা লাগবে। এছাড়া হাল ওয়াশিাননামা, মূল মালিকের খতিয়ানের বা নামজারি খতিয়ানের কপি, সকলের ছবি ও এনআইডি লাগবে।"
ওয়ারিশমতে নামজারি করতে কি কি করতে হবে:,namjari_inheritance_documents,"মূল মালিকের মৃত্যুর পরে তার ওয়ারিশগণের নামে নামজারি করতে যদি একটি খতিয়ানে সকল ওয়ারিশদের নাম রাখা হয় তবে রেজিস্টার্ড বন্টননামা লাগবে না, যদি একাধিক ওয়ারিশানদের নামে পৃথক খতিয়ান করতে চায় সেক্ষেত্রে রেজিস্টার্ড বন্টননামা লাগবে। এছাড়া হাল ওয়াশিাননামা, মূল মালিকের খতিয়ানের বা নামজারি খতিয়ানের কপি, সকলের ছবি ও এনআইডি লাগবে।"
"ওয়ারিশমতে নামজারি, খারিজ, মিউটেশন করতে কি কি করতে হবে:",namjari_inheritance_documents,"মূল মালিকের মৃত্যুর পরে তার ওয়ারিশগণের নামে নামজারি করতে যদি একটি খতিয়ানে সকল ওয়ারিশদের নাম রাখা হয় তবে রেজিস্টার্ড বন্টননামা লাগবে না, যদি একাধিক ওয়ারিশানদের নামে পৃথক খতিয়ান করতে চায় সেক্ষেত্রে রেজিস্টার্ড বন্টননামা লাগবে। এছাড়া হাল ওয়াশিাননামা, মূল মালিকের খতিয়ানের বা নামজারি খতিয়ানের কপি, সকলের ছবি ও এনআইডি লাগবে।"
ওয়ারিশ হিসেবে নামজারি করতে হলে কী কী ধাপ অনুসরণ করতে হবে?,namjari_inheritance_documents,"মূল মালিকের মৃত্যুর পরে তার ওয়ারিশগণের নামে নামজারি করতে যদি একটি খতিয়ানে সকল ওয়ারিশদের নাম রাখা হয় তবে রেজিস্টার্ড বন্টননামা লাগবে না, যদি একাধিক ওয়ারিশানদের নামে পৃথক খতিয়ান করতে চায় সেক্ষেত্রে রেজিস্টার্ড বন্টননামা লাগবে। এছাড়া হাল ওয়াশিাননামা, মূল মালিকের খতিয়ানের বা নামজারি খতিয়ানের কপি, সকলের ছবি ও এনআইডি লাগবে।"
উত্তরাধিকার সূত্রে নামজারির জন্য কি করতে হবে?,namjari_inheritance_documents,"মূল মালিকের মৃত্যুর পরে তার ওয়ারিশগণের নামে নামজারি করতে যদি একটি খতিয়ানে সকল ওয়ারিশদের নাম রাখা হয় তবে রেজিস্টার্ড বন্টননামা লাগবে না, যদি একাধিক ওয়ারিশানদের নামে পৃথক খতিয়ান করতে চায় সেক্ষেত্রে রেজিস্টার্ড বন্টননামা লাগবে। এছাড়া হাল ওয়াশিাননামা, মূল মালিকের খতিয়ানের বা নামজারি খতিয়ানের কপি, সকলের ছবি ও এনআইডি লাগবে।"
ওয়ারিশ নামজারি করতে কি আবেদন করতে হয়?,namjari_inheritance_documents,"মূল মালিকের মৃত্যুর পরে তার ওয়ারিশগণের নামে নামজারি করতে যদি একটি খতিয়ানে সকল ওয়ারিশদের নাম রাখা হয় তবে রেজিস্টার্ড বন্টননামা লাগবে না, যদি একাধিক ওয়ারিশানদের নামে পৃথক খতিয়ান করতে চায় সেক্ষেত্রে রেজিস্টার্ড বন্টননামা লাগবে। এছাড়া হাল ওয়াশিাননামা, মূল মালিকের খতিয়ানের বা নামজারি খতিয়ানের কপি, সকলের ছবি ও এনআইডি লাগবে।"
ওয়ারিশমতে নামজারি শুরু করার প্রক্রিয়া কী?,namjari_inheritance_documents,"মূল মালিকের মৃত্যুর পরে তার ওয়ারিশগণের নামে নামজারি করতে যদি একটি খতিয়ানে সকল ওয়ারিশদের নাম রাখা হয় তবে রেজিস্টার্ড বন্টননামা লাগবে না, যদি একাধিক ওয়ারিশানদের নামে পৃথক খতিয়ান করতে চায় সেক্ষেত্রে রেজিস্টার্ড বন্টননামা লাগবে। এছাড়া হাল ওয়াশিাননামা, মূল মালিকের খতিয়ানের বা নামজারি খতিয়ানের কপি, সকলের ছবি ও এনআইডি লাগবে।"
বাবার মৃত্যুর পর নামজারি করতে হলে কিভাবে শুরু করবো?,namjari_inheritance_documents,"মূল মালিকের মৃত্যুর পরে তার ওয়ারিশগণের নামে নামজারি করতে যদি একটি খতিয়ানে সকল ওয়ারিশদের নাম রাখা হয় তবে রেজিস্টার্ড বন্টননামা লাগবে না, যদি একাধিক ওয়ারিশানদের নামে পৃথক খতিয়ান করতে চায় সেক্ষেত্রে রেজিস্টার্ড বন্টননামা লাগবে। এছাড়া হাল ওয়াশিাননামা, মূল মালিকের খতিয়ানের বা নামজারি খতিয়ানের কপি, সকলের ছবি ও এনআইডি লাগবে।"
"আমার বাবা মারা গেছেন, এখন আমাদের নামে নামজারি করতে হবে কি?",namjari_inheritance_documents,"মূল মালিকের মৃত্যুর পরে তার ওয়ারিশগণের নামে নামজারি করতে যদি একটি খতিয়ানে সকল ওয়ারিশদের নাম রাখা হয় তবে রেজিস্টার্ড বন্টননামা লাগবে না, যদি একাধিক ওয়ারিশানদের নামে পৃথক খতিয়ান করতে চায় সেক্ষেত্রে রেজিস্টার্ড বন্টননামা লাগবে। এছাড়া হাল ওয়াশিাননামা, মূল মালিকের খতিয়ানের বা নামজারি খতিয়ানের কপি, সকলের ছবি ও এনআইডি লাগবে।"
"আমার বাবা মারা গেছেন, এখন আমাদের নামে নামজারি, খারিজ, মিউটেশন করতে হবে কি?",namjari_inheritance_documents,"মূল মালিকের মৃত্যুর পরে তার ওয়ারিশগণের নামে নামজারি করতে যদি একটি খতিয়ানে সকল ওয়ারিশদের নাম রাখা হয় তবে রেজিস্টার্ড বন্টননামা লাগবে না, যদি একাধিক ওয়ারিশানদের নামে পৃথক খতিয়ান করতে চায় সেক্ষেত্রে রেজিস্টার্ড বন্টননামা লাগবে। এছাড়া হাল ওয়াশিাননামা, মূল মালিকের খতিয়ানের বা নামজারি খতিয়ানের কপি, সকলের ছবি ও এনআইডি লাগবে।"
"বাবার মৃত্যু হয়েছে, আমাদের নামে কি নামজারি করতে হবে?",namjari_inheritance_documents,"মূল মালিকের মৃত্যুর পরে তার ওয়ারিশগণের নামে নামজারি করতে যদি একটি খতিয়ানে সকল ওয়ারিশদের নাম রাখা হয় তবে রেজিস্টার্ড বন্টননামা লাগবে না, যদি একাধিক ওয়ারিশানদের নামে পৃথক খতিয়ান করতে চায় সেক্ষেত্রে রেজিস্টার্ড বন্টননামা লাগবে। এছাড়া হাল ওয়াশিাননামা, মূল মালিকের খতিয়ানের বা নামজারি খতিয়ানের কপি, সকলের ছবি ও এনআইডি লাগবে।"
পিতা মারা যাওয়ার পর কি আমাদের নামে জমি নামজারি করাতে হবে?,namjari_inheritance_documents,"মূল মালিকের মৃত্যুর পরে তার ওয়ারিশগণের নামে নামজারি করতে যদি একটি খতিয়ানে সকল ওয়ারিশদের নাম রাখা হয় তবে রেজিস্টার্ড বন্টননামা লাগবে না, যদি একাধিক ওয়ারিশানদের নামে পৃথক খতিয়ান করতে চায় সেক্ষেত্রে রেজিস্টার্ড বন্টননামা লাগবে। এছাড়া হাল ওয়াশিাননামা, মূল মালিকের খতিয়ানের বা নামজারি খতিয়ানের কপি, সকলের ছবি ও এনআইডি লাগবে।"
বাবা মারা যাওয়ার পর উত্তরাধিকার নামজারি কি আবশ্যক?,namjari_inheritance_documents,"মূল মালিকের মৃত্যুর পরে তার ওয়ারিশগণের নামে নামজারি করতে যদি একটি খতিয়ানে সকল ওয়ারিশদের নাম রাখা হয় তবে রেজিস্টার্ড বন্টননামা লাগবে না, যদি একাধিক ওয়ারিশানদের নামে পৃথক খতিয়ান করতে চায় সেক্ষেত্রে রেজিস্টার্ড বন্টননামা লাগবে। এছাড়া হাল ওয়াশিাননামা, মূল মালিকের খতিয়ানের বা নামজারি খতিয়ানের কপি, সকলের ছবি ও এনআইডি লাগবে।"
পিতা মারা গেলে ওয়ারিশদের নামে কি নামজারি করতে হয়?,namjari_inheritance_documents,"মূল মালিকের মৃত্যুর পরে তার ওয়ারিশগণের নামে নামজারি করতে যদি একটি খতিয়ানে সকল ওয়ারিশদের নাম রাখা হয় তবে রেজিস্টার্ড বন্টননামা লাগবে না, যদি একাধিক ওয়ারিশানদের নামে পৃথক খতিয়ান করতে চায় সেক্ষেত্রে রেজিস্টার্ড বন্টননামা লাগবে। এছাড়া হাল ওয়াশিাননামা, মূল মালিকের খতিয়ানের বা নামজারি খতিয়ানের কপি, সকলের ছবি ও এনআইডি লাগবে।"
